Entity,Code,Year,Oil (% equivalent primary energy)
Middle East (EI),,2010,51.29146
Middle East (EI),,2011,51.020546
Middle East (EI),,2012,51.09823
Middle East (EI),,2013,51.15648
Middle East (EI),,2014,50.429745
Middle East (EI),,2015,48.808426
Middle East (EI),,2016,48.299664
Middle East (EI),,2017,48.05097
Middle East (EI),,2018,47.107677
Middle East (EI),,2019,45.503174
Middle East (EI),,2020,42.95753
Middle East (EI),,2021,43.714066
Middle East (EI),,2022,45.91598
Morocco,MAR,1965,65.00755
Morocco,MAR,1966,70.613846
Morocco,MAR,1967,73.629684
Morocco,MAR,1968,75.264305
Morocco,MAR,1969,74.29134
Morocco,MAR,1970,74.26309
Morocco,MAR,1971,73.7503
Morocco,MAR,1972,72.59952
Morocco,MAR,1973,78.1662
Morocco,MAR,1974,78.397766
Morocco,MAR,1975,79.84625
Morocco,MAR,1976,80.44971
Morocco,MAR,1977,80.88031
Morocco,MAR,1978,81.72349
Morocco,MAR,1979,83.10075
Morocco,MAR,1980,83.95217
Morocco,MAR,1981,85.117455
Morocco,MAR,1982,86.93348
Morocco,MAR,1983,85.539116
Morocco,MAR,1984,87.78473
Morocco,MAR,1985,84.60649
Morocco,MAR,1986,80.38991
Morocco,MAR,1987,78.020004
Morocco,MAR,1988,78.94651
Morocco,MAR,1989,78.75369
Morocco,MAR,1990,79.629974
Morocco,MAR,1991,78.71976
Morocco,MAR,1992,83.006226
Morocco,MAR,1993,83.56206
Morocco,MAR,1994,82.4198
Morocco,MAR,1995,79.574326
Morocco,MAR,1996,71.75313
Morocco,MAR,1997,73.4049
Morocco,MAR,1998,70.92682
Morocco,MAR,1999,75.32755
Morocco,MAR,2000,71.07117
Morocco,MAR,2001,65.9052
Morocco,MAR,2002,66.90375
Morocco,MAR,2003,66.756615
Morocco,MAR,2004,67.725975
Morocco,MAR,2005,67.76893
Morocco,MAR,2006,67.33258
Morocco,MAR,2007,71.06314
Morocco,MAR,2008,70.99505
Morocco,MAR,2009,73.509865
Morocco,MAR,2010,73.71278
Morocco,MAR,2011,74.89194
Morocco,MAR,2012,74.028305
Morocco,MAR,2013,72.93381
Morocco,MAR,2014,68.51065
Morocco,MAR,2015,65.88608
Morocco,MAR,2016,66.748085
Morocco,MAR,2017,67.495094
Morocco,MAR,2018,63.706253
Morocco,MAR,2019,59.2563
Morocco,MAR,2020,56.73396
Morocco,MAR,2021,57.667465
Morocco,MAR,2022,61.622906
Netherlands,NLD,1965,71.481415
Netherlands,NLD,1966,72.37117
Netherlands,NLD,1967,69.95876
Netherlands,NLD,1968,67.46048
Netherlands,NLD,1969,65.97916
Netherlands,NLD,1970,65.02467
Netherlands,NLD,1971,60.90923
Netherlands,NLD,1972,58.500977
Netherlands,NLD,1973,56.756664
Netherlands,NLD,1974,51.26805
Netherlands,NLD,1975,50.12919
Netherlands,NLD,1976,51.726807
Netherlands,NLD,1977,50.551712
Netherlands,NLD,1978,50.62203
Netherlands,NLD,1979,52.799694
Netherlands,NLD,1980,52.588623
Netherlands,NLD,1981,51.610195
Netherlands,NLD,1982,48.804287
Netherlands,NLD,1983,46.02913
Netherlands,NLD,1984,43.76981
Netherlands,NLD,1985,42.9175
Netherlands,NLD,1986,45.339115
Netherlands,NLD,1987,44.74209
Netherlands,NLD,1988,47.315693
Netherlands,NLD,1989,46.472923
Netherlands,NLD,1990,47.052097
Netherlands,NLD,1991,44.323463
Netherlands,NLD,1992,45.98912
Netherlands,NLD,1993,45.06466
Netherlands,NLD,1994,45.26595
Netherlands,NLD,1995,45.89665
Netherlands,NLD,1996,43.985043
Netherlands,NLD,1997,46.52832
Netherlands,NLD,1998,46.74889
Netherlands,NLD,1999,48.229496
Netherlands,NLD,2000,48.288948
Netherlands,NLD,2001,48.7509
Netherlands,NLD,2002,48.950375
Netherlands,NLD,2003,48.69623
Netherlands,NLD,2004,49.269737
Netherlands,NLD,2005,51.195953
Netherlands,NLD,2006,52.04526
Netherlands,NLD,2007,52.686905
Netherlands,NLD,2008,50.70195
Netherlands,NLD,2009,49.11352
Netherlands,NLD,2010,48.520184
Netherlands,NLD,2011,50.886356
Netherlands,NLD,2012,50.735344
Netherlands,NLD,2013,49.791424
Netherlands,NLD,2014,51.02913
Netherlands,NLD,2015,49.71697
Netherlands,NLD,2016,49.599747
Netherlands,NLD,2017,49.482582
Netherlands,NLD,2018,49.351315
Netherlands,NLD,2019,48.387627
Netherlands,NLD,2020,47.51816
Netherlands,NLD,2021,46.317326
Netherlands,NLD,2022,50.40702
New Zealand,NZL,1970,44.996197
New Zealand,NZL,1971,44.382584
New Zealand,NZL,1972,44.776546
New Zealand,NZL,1973,45.506985
New Zealand,NZL,1974,42.48271
New Zealand,NZL,1975,40.460938
New Zealand,NZL,1976,40.274746
New Zealand,NZL,1977,39.475697
New Zealand,NZL,1978,38.390453
New Zealand,NZL,1979,38.15528
New Zealand,NZL,1980,36.38257
New Zealand,NZL,1981,34.506435
New Zealand,NZL,1982,33.374077
New Zealand,NZL,1983,30.757555
New Zealand,NZL,1984,29.949612
New Zealand,NZL,1985,27.848349
New Zealand,NZL,1986,23.257103
New Zealand,NZL,1987,26.638884
New Zealand,NZL,1988,25.004503
New Zealand,NZL,1989,25.232393
New Zealand,NZL,1990,27.260908
New Zealand,NZL,1991,27.185068
New Zealand,NZL,1992,28.000557
New Zealand,NZL,1993,27.024424
New Zealand,NZL,1994,29.601244
New Zealand,NZL,1995,30.852144
New Zealand,NZL,1996,30.986769
New Zealand,NZL,1997,32.540062
New Zealand,NZL,1998,32.96026
New Zealand,NZL,1999,33.13355
New Zealand,NZL,2000,32.42004
New Zealand,NZL,2001,33.07688
New Zealand,NZL,2002,32.93054
New Zealand,NZL,2003,36.03989
New Zealand,NZL,2004,34.528275
New Zealand,NZL,2005,37.349167
New Zealand,NZL,2006,37.257084
New Zealand,NZL,2007,37.561615
New Zealand,NZL,2008,37.904594
New Zealand,NZL,2009,36.340645
New Zealand,NZL,2010,35.749897
New Zealand,NZL,2011,36.46721
New Zealand,NZL,2012,35.741463
New Zealand,NZL,2013,35.908775
New Zealand,NZL,2014,34.99185
New Zealand,NZL,2015,36.207382
New Zealand,NZL,2016,36.7953
New Zealand,NZL,2017,38.15969
New Zealand,NZL,2018,38.482456
New Zealand,NZL,2019,38.599003
New Zealand,NZL,2020,35.091137
New Zealand,NZL,2021,35.602554
New Zealand,NZL,2022,35.93052
Non-OECD (EI),,1965,35.80337
Non-OECD (EI),,1966,36.21775
Non-OECD (EI),,1967,37.436504
Non-OECD (EI),,1968,38.360386
Non-OECD (EI),,1969,38.420624
Non-OECD (EI),,1970,38.892593
Non-OECD (EI),,1971,39.170685
Non-OECD (EI),,1972,40.092815
Non-OECD (EI),,1973,41.26145
Non-OECD (EI),,1974,41.909645
Non-OECD (EI),,1975,41.0856
Non-OECD (EI),,1976,41.37683
Non-OECD (EI),,1977,41.22011
Non-OECD (EI),,1978,41.516273
Non-OECD (EI),,1979,41.264122
Non-OECD (EI),,1980,40.895218
Non-OECD (EI),,1981,40.315174
Non-OECD (EI),,1982,39.32582
Non-OECD (EI),,1983,38.293083
Non-OECD (EI),,1984,37.04393
Non-OECD (EI),,1985,35.98533
Non-OECD (EI),,1986,35.57956
Non-OECD (EI),,1987,35.11243
Non-OECD (EI),,1988,34.511204
Non-OECD (EI),,1989,34.589962
Non-OECD (EI),,1990,34.70915
Non-OECD (EI),,1991,34.4281
Non-OECD (EI),,1992,34.1717
Non-OECD (EI),,1993,33.578026
Non-OECD (EI),,1994,33.721687
Non-OECD (EI),,1995,33.88522
Non-OECD (EI),,1996,33.513397
Non-OECD (EI),,1997,34.93686
Non-OECD (EI),,1998,34.778553
Non-OECD (EI),,1999,34.770493
Non-OECD (EI),,2000,34.810635
Non-OECD (EI),,2001,34.55416
Non-OECD (EI),,2002,34.008278
Non-OECD (EI),,2003,32.920303
Non-OECD (EI),,2004,32.417675
Non-OECD (EI),,2005,31.173203
Non-OECD (EI),,2006,30.626022
Non-OECD (EI),,2007,30.08373
Non-OECD (EI),,2008,29.910904
Non-OECD (EI),,2009,29.92046
Non-OECD (EI),,2010,30.001541
Non-OECD (EI),,2011,29.392893
Non-OECD (EI),,2012,29.628357
Non-OECD (EI),,2013,29.682886
Non-OECD (EI),,2014,29.653362
Non-OECD (EI),,2015,30.090227
Non-OECD (EI),,2016,30.331717
Non-OECD (EI),,2017,30.215136
Non-OECD (EI),,2018,29.59946
Non-OECD (EI),,2019,29.189503
Non-OECD (EI),,2020,27.676403
Non-OECD (EI),,2021,27.341366
Non-OECD (EI),,2022,27.788797
North America,,1965,45.597202
North America,,1966,45.28378
North America,,1967,45.550816
North America,,1968,45.810246
North America,,1969,45.634098
North America,,1970,46.023552
North America,,1971,46.550053
North America,,1972,47.60591
North America,,1973,48.301666
North America,,1974,47.674435
North America,,1975,47.853367
North America,,1976,48.57412
North America,,1977,49.527832
North America,,1978,49.62696
North America,,1979,48.24385
North America,,1980,46.537544
North America,,1981,44.92873
North America,,1982,44.17747
North America,,1983,43.831017
North America,,1984,42.98024
North America,,1985,42.75414
North America,,1986,44.252583
North America,,1987,43.834503
North America,,1988,43.63908
North America,,1989,43.005573
North America,,1990,42.16951
North America,,1991,41.30394
North America,,1992,41.447174
North America,,1993,40.920746
North America,,1994,41.216644
North America,,1995,40.25611
North America,,1996,40.292027
North America,,1997,40.667507
North America,,1998,41.23299
North America,,1999,41.390358
North America,,2000,41.055176
North America,,2001,42.013844
North America,,2002,41.254234
North America,,2003,41.799156
North America,,2004,42.445724
North America,,2005,42.365913
North America,,2006,42.07447
North America,,2007,41.416332
North America,,2008,39.95934
North America,,2009,39.813576
North America,,2010,39.183582
North America,,2011,38.604294
North America,,2012,38.802086
North America,,2013,38.171486
North America,,2014,37.885414
North America,,2015,38.733887
North America,,2016,39.1149
North America,,2017,39.002506
North America,,2018,38.543137
North America,,2019,38.56384
North America,,2020,36.364662
North America,,2021,37.6055
North America,,2022,37.789978
North America (EI),,1965,44.881004
North America (EI),,1966,44.583073
North America (EI),,1967,44.850098
North America (EI),,1968,45.139793
North America (EI),,1969,44.976162
North America (EI),,1970,45.308475
North America (EI),,1971,45.852528
North America (EI),,1972,46.875465
North America (EI),,1973,47.539825
North America (EI),,1974,46.892746
North America (EI),,1975,47.096336
North America (EI),,1976,47.855507
North America (EI),,1977,48.82076
North America (EI),,1978,48.937958
North America (EI),,1979,47.5381
North America (EI),,1980,45.7889
North America (EI),,1981,44.12239
North America (EI),,1982,43.44361
North America (EI),,1983,43.12669
North America (EI),,1984,42.263386
North America (EI),,1985,42.101578
North America (EI),,1986,43.611675
North America (EI),,1987,43.205635
North America (EI),,1988,43.043755
North America (EI),,1989,42.374004
North America (EI),,1990,41.531136
North America (EI),,1991,40.67142
North America (EI),,1992,40.841255
North America (EI),,1993,40.321217
North America (EI),,1994,40.614143
North America (EI),,1995,39.655132
North America (EI),,1996,39.69622
North America (EI),,1997,40.061665
North America (EI),,1998,40.618343
North America (EI),,1999,40.817947
North America (EI),,2000,40.396645
North America (EI),,2001,41.342987
North America (EI),,2002,40.60585
North America (EI),,2003,41.2039
North America (EI),,2004,41.88612
North America (EI),,2005,41.823772
North America (EI),,2006,41.55126
North America (EI),,2007,40.93517
North America (EI),,2008,39.455654
North America (EI),,2009,39.338306
North America (EI),,2010,38.736526
North America (EI),,2011,38.162212
North America (EI),,2012,38.378914
North America (EI),,2013,37.78888
North America (EI),,2014,37.508102
North America (EI),,2015,38.320885
North America (EI),,2016,38.656475
North America (EI),,2017,38.59144
North America (EI),,2018,38.124065
North America (EI),,2019,38.19541
North America (EI),,2020,36.009174
North America (EI),,2021,37.330967
North America (EI),,2022,37.494118
North Macedonia,MKD,1997,40.999702
North Macedonia,MKD,1998,32.645966
North Macedonia,MKD,1999,34.074432
North Macedonia,MKD,2000,36.529587
North Macedonia,MKD,2001,31.805893
North Macedonia,MKD,2002,36.75477
North Macedonia,MKD,2003,31.54406
North Macedonia,MKD,2004,32.5436
North Macedonia,MKD,2005,32.742546
North Macedonia,MKD,2006,33.856243
North Macedonia,MKD,2007,37.021137
North Macedonia,MKD,2008,34.728397
North Macedonia,MKD,2009,36.8293
North Macedonia,MKD,2010,32.8841
North Macedonia,MKD,2011,34.12817
North Macedonia,MKD,2012,35.55357
North Macedonia,MKD,2013,35.81477
North Macedonia,MKD,2014,38.04914
North Macedonia,MKD,2015,38.691414
North Macedonia,MKD,2016,41.852806
North Macedonia,MKD,2017,41.401
North Macedonia,MKD,2018,39.76918
North Macedonia,MKD,2019,41.003395
North Macedonia,MKD,2020,43.367226
North Macedonia,MKD,2021,45.14658
North Macedonia,MKD,2022,48.488052
Norway,NOR,1977,31.643984
Norway,NOR,1978,31.37189
Norway,NOR,1979,29.133907
Norway,NOR,1980,29.581415
Norway,NOR,1981,26.034716
Norway,NOR,1982,25.314283
Norway,NOR,1983,22.612787
Norway,NOR,1984,23.211344
Norway,NOR,1985,24.621891
Norway,NOR,1986,27.06268
Norway,NOR,1987,25.673735
Norway,NOR,1988,23.384895
Norway,NOR,1989,22.203081
Norway,NOR,1990,21.142166
Norway,NOR,1991,21.216698
Norway,NOR,1992,20.75469
Norway,NOR,1993,21.248589
Norway,NOR,1994,22.447105
Norway,NOR,1995,20.914635
Norway,NOR,1996,24.41623
Norway,NOR,1997,23.54114
Norway,NOR,1998,22.679903
Norway,NOR,1999,21.904224
Norway,NOR,2000,18.314804
Norway,NOR,2001,22.979456
Norway,NOR,2002,21.380129
Norway,NOR,2003,25.010872
Norway,NOR,2004,24.034687
Norway,NOR,2005,20.974407
Norway,NOR,2006,23.423138
Norway,NOR,2007,21.68882
Norway,NOR,2008,20.880384
Norway,NOR,2009,22.83361
Norway,NOR,2010,24.302519
Norway,NOR,2011,23.544567
Norway,NOR,2012,20.790833
Norway,NOR,2013,22.945393
Norway,NOR,2014,21.16954
Norway,NOR,2015,20.957687
Norway,NOR,2016,19.964287
Norway,NOR,2017,19.764639
Norway,NOR,2018,20.64728
Norway,NOR,2019,21.25584
Norway,NOR,2020,18.628338
Norway,NOR,2021,18.573738
Norway,NOR,2022,19.029436
OECD (EI),,1965,43.95067
OECD (EI),,1966,45.03667
OECD (EI),,1967,46.4965
OECD (EI),,1968,47.476276
OECD (EI),,1969,48.399025
OECD (EI),,1970,49.78082
OECD (EI),,1971,50.80918
OECD (EI),,1972,51.858555
OECD (EI),,1973,52.795486
OECD (EI),,1974,51.273052
OECD (EI),,1975,50.74975
OECD (EI),,1976,51.33844
OECD (EI),,1977,51.421432
OECD (EI),,1978,51.700413
OECD (EI),,1979,50.534256
OECD (EI),,1980,48.3358
OECD (EI),,1981,46.51299
OECD (EI),,1982,45.43764
OECD (EI),,1983,44.5321
OECD (EI),,1984,43.672337
OECD (EI),,1985,42.64024
OECD (EI),,1986,43.56163
OECD (EI),,1987,42.94961
OECD (EI),,1988,43.06577
OECD (EI),,1989,42.81954
OECD (EI),,1990,42.845943
OECD (EI),,1991,42.5435
OECD (EI),,1992,43.179977
OECD (EI),,1993,42.68755
OECD (EI),,1994,43.133224
OECD (EI),,1995,42.637447
OECD (EI),,1996,42.438232
OECD (EI),,1997,42.582504
OECD (EI),,1998,42.6425
OECD (EI),,1999,42.657516
OECD (EI),,2000,41.88136
OECD (EI),,2001,42.145695
OECD (EI),,2002,41.67981
OECD (EI),,2003,41.878567
OECD (EI),,2004,41.856823
OECD (EI),,2005,41.711174
OECD (EI),,2006,41.281403
OECD (EI),,2007,40.754963
OECD (EI),,2008,39.72659
OECD (EI),,2009,39.604958
OECD (EI),,2010,38.470463
OECD (EI),,2011,38.326912
OECD (EI),,2012,38.400265
OECD (EI),,2013,37.810726
OECD (EI),,2014,37.724827
OECD (EI),,2015,38.130604
OECD (EI),,2016,38.493954
OECD (EI),,2017,38.41499
OECD (EI),,2018,38.03198
OECD (EI),,2019,38.083683
OECD (EI),,2020,35.891068
OECD (EI),,2021,36.60204
OECD (EI),,2022,37.53041
Oceania,,1965,45.531425
Oceania,,1966,46.618965
Oceania,,1967,48.25003
Oceania,,1968,49.44494
Oceania,,1969,49.06082
Oceania,,1970,49.97783
Oceania,,1971,49.988247
Oceania,,1972,48.89965
Oceania,,1973,48.951153
Oceania,,1974,48.376038
Oceania,,1975,46.952034
Oceania,,1976,46.426044
Oceania,,1977,46.25459
Oceania,,1978,45.7586
Oceania,,1979,44.811306
Oceania,,1980,42.576405
Oceania,,1981,41.19919
Oceania,,1982,40.774574
Oceania,,1983,37.756783
Oceania,,1984,37.47511
Oceania,,1985,36.41553
Oceania,,1986,34.565567
Oceania,,1987,35.017403
Oceania,,1988,34.758457
Oceania,,1989,34.56175
Oceania,,1990,34.908596
Oceania,,1991,34.086853
Oceania,,1992,34.387276
Oceania,,1993,34.52177
Oceania,,1994,34.809025
Oceania,,1995,36.08522
Oceania,,1996,36.02545
Oceania,,1997,36.02026
Oceania,,1998,35.362446
Oceania,,1999,34.8667
Oceania,,2000,34.55814
Oceania,,2001,34.502598
Oceania,,2002,34.207043
Oceania,,2003,34.13966
Oceania,,2004,33.696453
Oceania,,2005,34.417564
Oceania,,2006,34.062126
Oceania,,2007,34.13518
Oceania,,2008,34.051468
Oceania,,2009,33.78537
Oceania,,2010,34.59727
Oceania,,2011,35.27935
Oceania,,2012,36.43989
Oceania,,2013,36.991985
Oceania,,2014,36.493977
Oceania,,2015,35.70562
Oceania,,2016,35.74833
Oceania,,2017,37.529816
Oceania,,2018,37.664623
Oceania,,2019,36.31716
Oceania,,2020,33.187943
Oceania,,2021,33.890045
Oceania,,2022,34.725098
Oman,OMN,1994,49.96964
Oman,OMN,1995,47.754944
Oman,OMN,1996,44.357372
Oman,OMN,1997,37.570187
Oman,OMN,1998,36.514008
Oman,OMN,1999,40.17849
Pakistan,PAK,1965,54.631775
Pakistan,PAK,1966,55.669357
Pakistan,PAK,1967,56.20164
Pakistan,PAK,1968,56.381203
Pakistan,PAK,1969,52.625935
Pakistan,PAK,1970,52.913338
Pakistan,PAK,1971,53.230076
Pakistan,PAK,1972,47.226055
Pakistan,PAK,1973,45.30217
Pakistan,PAK,1974,45.055305
Pakistan,PAK,1975,44.56791
Pakistan,PAK,1976,43.90096
Pakistan,PAK,1977,42.703842
Pakistan,PAK,1978,42.07966
Pakistan,PAK,1979,41.236847
Pakistan,PAK,1980,38.838745
Pakistan,PAK,1981,38.338154
Pakistan,PAK,1982,38.25165
Pakistan,PAK,1983,39.43108
Pakistan,PAK,1984,40.40207
Pakistan,PAK,1985,41.03111
Pakistan,PAK,1986,41.720303
Pakistan,PAK,1987,40.750324
Pakistan,PAK,1988,41.315334
Pakistan,PAK,1989,41.75168
Pakistan,PAK,1990,41.76864
Pakistan,PAK,1991,41.496613
Pakistan,PAK,1992,43.176006
Pakistan,PAK,1993,42.52883
Pakistan,PAK,1994,44.06029
Pakistan,PAK,1995,45.28492
Pakistan,PAK,1996,44.71371
Pakistan,PAK,1997,47.670433
Pakistan,PAK,1998,45.927124
Pakistan,PAK,1999,45.599262
Pakistan,PAK,2000,46.114777
Pakistan,PAK,2001,44.172836
Pakistan,PAK,2002,41.468998
Pakistan,PAK,2003,33.797108
Pakistan,PAK,2004,30.712324
Pakistan,PAK,2005,28.135983
Pakistan,PAK,2006,30.66606
Pakistan,PAK,2007,31.379398
Pakistan,PAK,2008,31.690962
Pakistan,PAK,2009,33.374866
Pakistan,PAK,2010,32.922935
Pakistan,PAK,2011,33.168194
Pakistan,PAK,2012,34.591366
Pakistan,PAK,2013,34.69431
Pakistan,PAK,2014,34.761448
Pakistan,PAK,2015,36.030804
Pakistan,PAK,2016,36.991356
Pakistan,PAK,2017,36.07799
Pakistan,PAK,2018,29.179174
Pakistan,PAK,2019,25.508522
Pakistan,PAK,2020,24.940369
Pakistan,PAK,2021,26.123497
Pakistan,PAK,2022,27.499134
Peru,PER,1965,78.47659
Peru,PER,1966,81.07081
Peru,PER,1967,80.20307
Peru,PER,1968,79.00323
Peru,PER,1969,77.19895
Peru,PER,1970,78.6533
Peru,PER,1971,74.19932
Peru,PER,1972,70.660225
Peru,PER,1973,72.650215
Peru,PER,1974,74.3416
Peru,PER,1975,73.68736
Peru,PER,1976,73.222885
Peru,PER,1977,72.55136
Peru,PER,1978,72.05236
Peru,PER,1979,72.12627
Peru,PER,1980,72.85663
Peru,PER,1981,70.7468
Peru,PER,1982,69.17445
Peru,PER,1983,68.577515
Peru,PER,1984,67.13041
Peru,PER,1985,65.88929
Peru,PER,1986,65.81524
Peru,PER,1987,66.55975
Peru,PER,1988,67.02627
Peru,PER,1989,64.47726
Peru,PER,1990,65.086105
Peru,PER,1991,60.72008
Peru,PER,1992,65.26571
Peru,PER,1993,62.447094
Peru,PER,1994,62.38547
Peru,PER,1995,64.81004
Peru,PER,1996,64.84989
Peru,PER,1997,65.399826
Peru,PER,1998,63.77414
Peru,PER,1999,63.463985
Peru,PER,2000,59.96949
Peru,PER,2001,57.228447
Peru,PER,2002,55.353783
Peru,PER,2003,53.03452
Peru,PER,2004,55.560173
Peru,PER,2005,52.370117
Peru,PER,2006,49.284164
Peru,PER,2007,47.118122
Peru,PER,2008,48.854427
Peru,PER,2009,48.604176
Peru,PER,2010,45.061893
Peru,PER,2011,45.087963
Peru,PER,2012,43.411983
Peru,PER,2013,44.485645
Peru,PER,2014,42.75448
Peru,PER,2015,43.55821
Peru,PER,2016,43.59232
Peru,PER,2017,43.64897
Peru,PER,2018,42.89501
Peru,PER,2019,43.120697
Peru,PER,2020,38.582863
Peru,PER,2021,41.925133
Peru,PER,2022,41.229248
Philippines,PHL,1994,76.54218
Philippines,PHL,1995,78.72439
Philippines,PHL,1996,76.47274
Philippines,PHL,1997,76.7204
Philippines,PHL,1998,75.14439
Philippines,PHL,1999,69.62247
Philippines,PHL,2000,64.25666
Philippines,PHL,2001,65.38371
Philippines,PHL,2002,61.86158
Philippines,PHL,2003,59.61141
Philippines,PHL,2004,59.37603
Philippines,PHL,2005,54.865253
Philippines,PHL,2006,52.457607
Philippines,PHL,2007,52.415924
Philippines,PHL,2008,48.427895
Philippines,PHL,2009,50.20006
Philippines,PHL,2010,50.791775
Philippines,PHL,2011,47.06408
Philippines,PHL,2012,47.289642
Philippines,PHL,2013,46.29025
Philippines,PHL,2014,46.775967
Philippines,PHL,2015,48.60948
Philippines,PHL,2016,47.7945
Philippines,PHL,2017,46.59622
Philippines,PHL,2018,45.553154
Philippines,PHL,2019,45.134323
Philippines,PHL,2020,40.64927
Philippines,PHL,2021,41.286465
Philippines,PHL,2022,42.4272
Poland,POL,1965,8.30159
Poland,POL,1966,8.4694605
Poland,POL,1967,8.930416
Poland,POL,1968,10.38242
Poland,POL,1969,10.691342
Poland,POL,1970,10.713769
Poland,POL,1971,11.011677
Poland,POL,1972,11.717884
Poland,POL,1973,12.759865
Poland,POL,1974,13.007389
Poland,POL,1975,13.126019
Poland,POL,1976,13.753347
Poland,POL,1977,14.114753
Poland,POL,1978,14.376102
Poland,POL,1979,14.444039
Poland,POL,1980,13.622956
Poland,POL,1981,14.166856
Poland,POL,1982,13.136882
Poland,POL,1983,13.5168295
Poland,POL,1984,13.346341
Poland,POL,1985,13.26863
Poland,POL,1986,13.329882
Poland,POL,1987,13.078255
Poland,POL,1988,13.657758
Poland,POL,1989,14.093272
Poland,POL,1990,15.677969
Poland,POL,1991,15.132999
Poland,POL,1992,14.46233
Poland,POL,1993,14.925753
Poland,POL,1994,16.447329
Poland,POL,1995,16.275795
Poland,POL,1996,18.111862
Poland,POL,1997,19.06368
Poland,POL,1998,22.630053
Poland,POL,1999,24.175867
Poland,POL,2000,23.648705
Poland,POL,2001,23.264698
Poland,POL,2002,23.969934
Poland,POL,2003,23.531445
Poland,POL,2004,24.976324
Poland,POL,2005,25.269028
Poland,POL,2006,26.101395
Poland,POL,2007,27.096212
Poland,POL,2008,27.324682
Poland,POL,2009,28.004854
Poland,POL,2010,27.701637
Poland,POL,2011,27.43305
Poland,POL,2012,27.183449
Poland,POL,2013,25.218054
Poland,POL,2014,26.258049
Poland,POL,2015,27.177086
Poland,POL,2016,28.622229
Poland,POL,2017,29.899723
Poland,POL,2018,30.323875
Poland,POL,2019,31.819138
Poland,POL,2020,31.476727
Poland,POL,2021,30.691162
Poland,POL,2022,33.82274
Portugal,PRT,1996,63.11528
Portugal,PRT,1997,66.66793
Portugal,PRT,1998,66.99928
Portugal,PRT,1999,67.80807
Portugal,PRT,2000,64.336006
Portugal,PRT,2001,63.299965
Portugal,PRT,2002,65.869644
Portugal,PRT,2003,60.142082
Portugal,PRT,2004,62.23635
Portugal,PRT,2005,64.38084
Portugal,PRT,2006,57.425262
Portugal,PRT,2007,57.82493
Portugal,PRT,2008,57.901066
Portugal,PRT,2009,53.175972
Portugal,PRT,2010,49.318584
Portugal,PRT,2011,48.56232
Portugal,PRT,2012,48.421597
Portugal,PRT,2013,45.534267
Portugal,PRT,2014,45.380398
Portugal,PRT,2015,45.971817
Portugal,PRT,2016,43.80923
Portugal,PRT,2017,45.0488
Portugal,PRT,2018,43.97276
Portugal,PRT,2019,47.723698
Portugal,PRT,2020,43.07727
Portugal,PRT,2021,44.00558
Portugal,PRT,2022,49.239124
Romania,ROU,1965,30.337303
Romania,ROU,1966,29.648935
Romania,ROU,1967,30.10742
Romania,ROU,1968,29.841164
Romania,ROU,1969,28.93626
Romania,ROU,1970,29.459122
Romania,ROU,1971,28.19441
Romania,ROU,1972,28.556889
Romania,ROU,1973,29.52555
Romania,ROU,1974,26.997705
Romania,ROU,1975,28.14249
Romania,ROU,1976,29.136854
Romania,ROU,1977,29.68484
Romania,ROU,1978,30.654167
Romania,ROU,1979,31.97538
Romania,ROU,1980,29.977777
Romania,ROU,1981,26.809608
Romania,ROU,1982,26.640896
Romania,ROU,1983,23.96963
Romania,ROU,1984,23.11069
Romania,ROU,1985,24.783733
Romania,ROU,1986,26.010603
Romania,ROU,1987,27.64515
Romania,ROU,1988,25.438877
Romania,ROU,1989,26.185709
Romania,ROU,1990,29.92566
Romania,ROU,1991,29.246944
Romania,ROU,1992,27.156527
Romania,ROU,1993,26.488117
Romania,ROU,1994,26.055166
Romania,ROU,1995,28.623682
Romania,ROU,1996,27.612698
Romania,ROU,1997,30.43015
Romania,ROU,1998,29.157785
Romania,ROU,1999,26.331625
Romania,ROU,2000,27.720633
Romania,ROU,2001,29.209665
Romania,ROU,2002,28.381077
Romania,ROU,2003,25.203562
Romania,ROU,2004,27.869204
Romania,ROU,2005,26.891628
Romania,ROU,2006,26.006947
Romania,ROU,2007,27.017155
Romania,ROU,2008,26.793259
Romania,ROU,2009,27.288706
Romania,ROU,2010,25.791656
Romania,ROU,2011,25.865612
Romania,ROU,2012,27.077059
Romania,ROU,2013,26.481777
Romania,ROU,2014,27.38269
Romania,ROU,2015,27.69643
Romania,ROU,2016,28.991991
Romania,ROU,2017,29.847961
Romania,ROU,2018,30.104652
Romania,ROU,2019,31.949461
Romania,ROU,2020,31.450447
Romania,ROU,2021,31.544006
Romania,ROU,2022,34.411945
Russia,RUS,1985,30.729893
Russia,RUS,1986,30.555534
Russia,RUS,1987,29.829412
Russia,RUS,1988,29.085869
Russia,RUS,1989,29.519363
Russia,RUS,1990,29.620895
Russia,RUS,1991,29.264345
Russia,RUS,1992,29.032976
Russia,RUS,1993,25.966982
Russia,RUS,1994,25.14046
Russia,RUS,1995,23.181538
Russia,RUS,1996,20.767132
Russia,RUS,1997,21.778725
Russia,RUS,1998,20.901003
Russia,RUS,1999,21.1008
Russia,RUS,2000,20.318655
Russia,RUS,2001,20.597252
Russia,RUS,2002,19.952343
Russia,RUS,2003,20.26169
Russia,RUS,2004,19.809153
Russia,RUS,2005,19.90723
Russia,RUS,2006,20.028124
Russia,RUS,2007,19.822298
