Entity,Code,Year,Oil (% equivalent primary energy)
India,IND,1988,31.417227
India,IND,1989,31.154636
India,IND,1990,30.16725
India,IND,1991,29.08563
India,IND,1992,29.152096
India,IND,1993,28.745085
India,IND,1994,29.315605
India,IND,1995,30.419027
India,IND,1996,31.56644
India,IND,1997,31.975788
India,IND,1998,32.28029
India,IND,1999,34.443806
India,IND,2000,34.36321
India,IND,2001,34.323524
India,IND,2002,33.929607
India,IND,2003,33.369644
India,IND,2004,32.528835
India,IND,2005,31.239487
India,IND,2006,31.325731
India,IND,2007,30.835384
India,IND,2008,30.60154
India,IND,2009,29.958624
India,IND,2010,29.344728
India,IND,2011,29.15544
India,IND,2012,29.33234
India,IND,2013,28.597206
India,IND,2014,27.528233
India,IND,2015,28.753237
India,IND,2016,30.175041
India,IND,2017,29.92594
India,IND,2018,29.599237
India,IND,2019,29.81127
India,IND,2020,28.570694
India,IND,2021,26.798204
India,IND,2022,27.575436
Indonesia,IDN,1965,85.83417
Indonesia,IDN,1966,83.275
Indonesia,IDN,1967,81.30884
Indonesia,IDN,1968,80.632256
Indonesia,IDN,1969,76.49772
Indonesia,IDN,1970,75.725334
Indonesia,IDN,1971,82.37698
Indonesia,IDN,1972,84.00682
Indonesia,IDN,1973,88.92363
Indonesia,IDN,1974,86.6891
Indonesia,IDN,1975,81.193634
Indonesia,IDN,1976,83.28813
Indonesia,IDN,1977,74.27689
Indonesia,IDN,1978,74.40988
Indonesia,IDN,1979,71.10783
Indonesia,IDN,1980,74.46184
Indonesia,IDN,1981,76.154495
Indonesia,IDN,1982,77.62692
Indonesia,IDN,1983,71.752396
Indonesia,IDN,1984,70.24836
Indonesia,IDN,1985,65.10726
Indonesia,IDN,1986,62.521637
Indonesia,IDN,1987,61.356133
Indonesia,IDN,1988,61.127556
Indonesia,IDN,1989,58.4742
Indonesia,IDN,1990,61.02561
Indonesia,IDN,1991,59.744114
Indonesia,IDN,1992,58.660023
Indonesia,IDN,1993,58.71167
Indonesia,IDN,1994,55.442123
Indonesia,IDN,1995,56.39773
Indonesia,IDN,1996,56.573112
Indonesia,IDN,1997,57.74343
Indonesia,IDN,1998,55.957584
Indonesia,IDN,1999,53.655605
Indonesia,IDN,2000,54.746033
Indonesia,IDN,2001,52.906853
Indonesia,IDN,2002,51.670403
Indonesia,IDN,2003,48.914913
Indonesia,IDN,2004,52.268494
Indonesia,IDN,2005,50.716656
Indonesia,IDN,2006,48.017418
Indonesia,IDN,2007,47.19343
Indonesia,IDN,2008,47.59616
Indonesia,IDN,2009,46.54469
Indonesia,IDN,2010,45.529774
Indonesia,IDN,2011,46.213524
Indonesia,IDN,2012,47.069485
Indonesia,IDN,2013,47.137978
Indonesia,IDN,2014,46.337273
Indonesia,IDN,2015,43.508686
Indonesia,IDN,2016,41.844116
Indonesia,IDN,2017,43.367916
Indonesia,IDN,2018,40.788982
Indonesia,IDN,2019,37.304
Indonesia,IDN,2020,35.502777
Indonesia,IDN,2021,36.235847
Indonesia,IDN,2022,31.352688
Iran,IRN,1965,84.22177
Iran,IRN,1966,84.57864
Iran,IRN,1967,85.044426
Iran,IRN,1968,85.35837
Iran,IRN,1969,84.94597
Iran,IRN,1970,77.809814
Iran,IRN,1971,77.87892
Iran,IRN,1972,76.452545
Iran,IRN,1973,76.780624
Iran,IRN,1974,78.70645
Iran,IRN,1975,79.201775
Iran,IRN,1976,79.76804
Iran,IRN,1977,81.73705
Iran,IRN,1978,83.8488
Iran,IRN,1979,81.72301
Iran,IRN,1980,81.33984
Iran,IRN,1981,80.63528
Iran,IRN,1982,77.80853
Iran,IRN,1983,79.78012
Iran,IRN,1984,79.9174
Iran,IRN,1985,80.50252
Iran,IRN,1986,79.28361
Iran,IRN,1987,77.12851
Iran,IRN,1988,75.848236
Iran,IRN,1989,74.4327
Iran,IRN,1990,68.18967
Iran,IRN,1991,66.63569
Iran,IRN,1992,64.78569
Iran,IRN,1993,76.79217
Iran,IRN,1994,70.828896
Iran,IRN,1995,66.416374
Iran,IRN,1996,64.07845
Iran,IRN,1997,63.91951
Iran,IRN,1998,59.57573
Iran,IRN,1999,56.494713
Iran,IRN,2000,55.54411
Iran,IRN,2001,53.597057
Iran,IRN,2002,49.59572
Iran,IRN,2003,48.924416
Iran,IRN,2004,46.33875
Iran,IRN,2005,46.907925
Iran,IRN,2006,46.783386
Iran,IRN,2007,44.32465
Iran,IRN,2008,44.319553
Iran,IRN,2009,42.141872
Iran,IRN,2010,38.626545
Iran,IRN,2011,37.692654
Iran,IRN,2012,38.426853
Iran,IRN,2013,39.618446
Iran,IRN,2014,34.880657
Iran,IRN,2015,30.867554
Iran,IRN,2016,29.409075
Iran,IRN,2017,28.776398
Iran,IRN,2018,29.118078
Iran,IRN,2019,29.047321
Iran,IRN,2020,26.877445
Iran,IRN,2021,27.4995
Iran,IRN,2022,30.36513
Iraq,IRQ,2017,79.89391
Iraq,IRQ,2018,74.89397
Iraq,IRQ,2019,67.41217
Ireland,IRL,1979,72.708855
Ireland,IRL,1980,67.68442
Ireland,IRL,1981,61.62228
Ireland,IRL,1982,54.3316
Ireland,IRL,1983,50.0687
Ireland,IRL,1984,49.766685
Ireland,IRL,1985,47.296658
Ireland,IRL,1986,54.062355
Ireland,IRL,1987,46.918217
Ireland,IRL,1988,42.744453
Ireland,IRL,1989,42.68718
Ireland,IRL,1990,45.581425
Ireland,IRL,1991,48.398216
Ireland,IRL,1992,50.139534
Ireland,IRL,1993,49.703808
Ireland,IRL,1994,52.233757
Ireland,IRL,1995,52.255886
Ireland,IRL,1996,51.935314
Ireland,IRL,1997,53.546696
Ireland,IRL,1998,55.776554
Ireland,IRL,1999,59.622795
Ireland,IRL,2000,57.31849
Ireland,IRL,2001,58.144016
Ireland,IRL,2002,57.237495
Ireland,IRL,2003,57.29228
Ireland,IRL,2004,58.839344
Ireland,IRL,2005,59.272297
Ireland,IRL,2006,58.424465
Ireland,IRL,2007,56.84595
Ireland,IRL,2008,54.41158
Ireland,IRL,2009,51.748623
Ireland,IRL,2010,49.914368
Ireland,IRL,2011,48.94183
Ireland,IRL,2012,46.982666
Ireland,IRL,2013,48.366127
Ireland,IRL,2014,48.005505
Ireland,IRL,2015,47.048958
Ireland,IRL,2016,47.435146
Ireland,IRL,2017,46.85263
Ireland,IRL,2018,47.578205
Ireland,IRL,2019,47.34695
Ireland,IRL,2020,42.65891
Ireland,IRL,2021,45.55704
Ireland,IRL,2022,46.229683
Israel,ISR,1980,99.96752
Israel,ISR,1981,99.96064
Israel,ISR,1982,93.22323
Israel,ISR,1983,87.44388
Israel,ISR,1984,80.90244
Israel,ISR,1985,77.61749
Israel,ISR,1986,76.537315
Israel,ISR,1987,76.66719
Israel,ISR,1988,79.150566
Israel,ISR,1989,78.54145
Israel,ISR,1990,78.40362
Israel,ISR,1991,77.05026
Israel,ISR,1992,75.81744
Israel,ISR,1993,74.870895
Israel,ISR,1994,74.49651
Israel,ISR,1995,75.24034
Israel,ISR,1996,71.11423
Israel,ISR,1997,71.26932
Israel,ISR,1998,70.72919
Israel,ISR,1999,72.25519
Israel,ISR,2000,67.925735
Israel,ISR,2001,62.97596
Israel,ISR,2002,61.577564
Israel,ISR,2003,61.349976
Israel,ISR,2004,57.098537
Israel,ISR,2005,55.743855
Israel,ISR,2006,53.937202
Israel,ISR,2007,53.096455
Israel,ISR,2008,51.225452
Israel,ISR,2009,48.931828
Israel,ISR,2010,46.64565
Israel,ISR,2011,47.96676
Israel,ISR,2012,54.62882
Israel,ISR,2013,43.81555
Israel,ISR,2014,41.885838
Israel,ISR,2015,42.224216
Israel,ISR,2016,42.4804
Israel,ISR,2017,43.40853
Israel,ISR,2018,43.147625
Israel,ISR,2019,42.09436
Israel,ISR,2020,38.488216
Israel,ISR,2021,39.442352
Israel,ISR,2022,42.130886
Italy,ITA,1965,65.77954
Italy,ITA,1966,66.788826
Italy,ITA,1967,68.25846
Italy,ITA,1968,69.6496
Italy,ITA,1969,71.27926
Italy,ITA,1970,73.036285
Italy,ITA,1971,74.60568
Italy,ITA,1972,74.68446
Italy,ITA,1973,75.31888
Italy,ITA,1974,73.3024
Italy,ITA,1975,70.324196
Italy,ITA,1976,69.63299
Italy,ITA,1977,67.49385
Italy,ITA,1978,69.17279
Italy,ITA,1979,69.295105
Italy,ITA,1980,67.51863
Italy,ITA,1981,67.47553
Italy,ITA,1982,65.371605
Italy,ITA,1983,65.05343
Italy,ITA,1984,61.116264
Italy,ITA,1985,61.092957
Italy,ITA,1986,60.906147
Italy,ITA,1987,61.67205
Italy,ITA,1988,61.265594
Italy,ITA,1989,61.268784
Italy,ITA,1990,60.787125
Italy,ITA,1991,59.30183
Italy,ITA,1992,60.37759
Italy,ITA,1993,60.04097
Italy,ITA,1994,59.97947
Italy,ITA,1995,59.59282
Italy,ITA,1996,58.58399
Italy,ITA,1997,58.149982
Italy,ITA,1998,56.68466
Italy,ITA,1999,54.67486
Italy,ITA,2000,53.57551
Italy,ITA,2001,52.566574
Italy,ITA,2002,53.108055
Italy,ITA,2003,50.97614
Italy,ITA,2004,48.801384
Italy,ITA,2005,47.243122
Italy,ITA,2006,47.40389
Italy,ITA,2007,46.814323
Italy,ITA,2008,44.822643
Italy,ITA,2009,44.428112
Italy,ITA,2010,41.900005
Italy,ITA,2011,41.487335
Italy,ITA,2012,39.725433
Italy,ITA,2013,38.01142
Italy,ITA,2014,38.09064
Italy,ITA,2015,39.14798
Italy,ITA,2016,38.683666
Italy,ITA,2017,38.722095
Italy,ITA,2018,39.399673
Italy,ITA,2019,38.968414
Italy,ITA,2020,35.442192
Italy,ITA,2021,37.03242
Italy,ITA,2022,40.193394
Japan,JPN,1965,55.592804
Japan,JPN,1966,57.3553
Japan,JPN,1967,61.516125
Japan,JPN,1968,64.05407
Japan,JPN,1969,66.58193
Japan,JPN,1970,70.20611
Japan,JPN,1971,72.777565
Japan,JPN,1972,74.223495
Japan,JPN,1973,76.836685
Japan,JPN,1974,73.63814
Japan,JPN,1975,72.73894
Japan,JPN,1976,72.98476
Japan,JPN,1977,74.424324
Japan,JPN,1978,73.90318
Japan,JPN,1979,71.836586
Japan,JPN,1980,66.52765
Japan,JPN,1981,63.782413
Japan,JPN,1982,61.78645
Japan,JPN,1983,60.965855
Japan,JPN,1984,59.45144
Japan,JPN,1985,56.007767
Japan,JPN,1986,56.488197
Japan,JPN,1987,55.643387
Japan,JPN,1988,56.262463
Japan,JPN,1989,56.523888
Japan,JPN,1990,56.780273
Japan,JPN,1991,56.141083
Japan,JPN,1992,56.82216
Japan,JPN,1993,54.821198
Japan,JPN,1994,55.85841
Japan,JPN,1995,55.13332
Japan,JPN,1996,54.47622
Japan,JPN,1997,52.865463
Japan,JPN,1998,52.02183
Japan,JPN,1999,52.034527
Japan,JPN,2000,50.75482
Japan,JPN,2001,49.708767
Japan,JPN,2002,49.296505
Japan,JPN,2003,50.641335
Japan,JPN,2004,48.749855
Japan,JPN,2005,47.831997
Japan,JPN,2006,46.2243
Japan,JPN,2007,45.277622
Japan,JPN,2008,44.377182
Japan,JPN,2009,43.588516
Japan,JPN,2010,41.28048
Japan,JPN,2011,43.572506
Japan,JPN,2012,46.874603
Japan,JPN,2013,45.146664
Japan,JPN,2014,43.988808
Japan,JPN,2015,42.827286
Japan,JPN,2016,42.109013
Japan,JPN,2017,40.99809
Japan,JPN,2018,39.88686
Japan,JPN,2019,39.563957
Japan,JPN,2020,37.917778
Japan,JPN,2021,36.81715
Japan,JPN,2022,37.043022
Kazakhstan,KAZ,1985,31.015
Kazakhstan,KAZ,1986,27.618929
Kazakhstan,KAZ,1987,26.105743
Kazakhstan,KAZ,1988,25.291115
Kazakhstan,KAZ,1989,26.217335
Kazakhstan,KAZ,1990,29.825432
Kazakhstan,KAZ,1991,30.120665
Kazakhstan,KAZ,1992,28.50683
Kazakhstan,KAZ,1993,24.942402
Kazakhstan,KAZ,1994,21.953474
Kazakhstan,KAZ,1995,23.885643
Kazakhstan,KAZ,1996,23.19777
Kazakhstan,KAZ,1997,26.469437
Kazakhstan,KAZ,1998,23.350422
Kazakhstan,KAZ,1999,20.488129
Kazakhstan,KAZ,2000,24.939894
Kazakhstan,KAZ,2001,22.14633
Kazakhstan,KAZ,2002,22.212257
Kazakhstan,KAZ,2003,22.107626
Kazakhstan,KAZ,2004,22.069448
Kazakhstan,KAZ,2005,22.019981
Kazakhstan,KAZ,2006,23.431211
Kazakhstan,KAZ,2007,22.925423
Kazakhstan,KAZ,2008,21.731026
Kazakhstan,KAZ,2009,19.684433
Kazakhstan,KAZ,2010,18.929138
Kazakhstan,KAZ,2011,22.104351
Kazakhstan,KAZ,2012,22.453255
Kazakhstan,KAZ,2013,22.767265
Kazakhstan,KAZ,2014,22.208853
Kazakhstan,KAZ,2015,25.026564
Kazakhstan,KAZ,2016,23.285334
Kazakhstan,KAZ,2017,22.056713
Kazakhstan,KAZ,2018,22.92389
Kazakhstan,KAZ,2019,22.94804
Kazakhstan,KAZ,2020,21.853909
Kazakhstan,KAZ,2021,21.559275
Kazakhstan,KAZ,2022,24.943897
Latvia,LVA,1985,63.913113
Latvia,LVA,1986,57.883095
Latvia,LVA,1987,51.56706
Latvia,LVA,1988,48.992054
Latvia,LVA,1989,48.986103
Latvia,LVA,1990,45.38902
Latvia,LVA,1991,47.75745
Latvia,LVA,1992,51.03244
Latvia,LVA,1993,52.92257
Latvia,LVA,1994,51.764774
Latvia,LVA,1995,49.77911
Latvia,LVA,1996,56.29658
Latvia,LVA,1997,49.61698
Latvia,LVA,1998,43.5424
Latvia,LVA,1999,47.772182
Latvia,LVA,2000,40.09934
Latvia,LVA,2001,43.415928
Latvia,LVA,2002,42.730854
Latvia,LVA,2003,43.666695
Latvia,LVA,2004,41.68605
Latvia,LVA,2005,42.81439
Latvia,LVA,2006,42.489227
Latvia,LVA,2007,44.763283
Latvia,LVA,2008,43.63691
Latvia,LVA,2009,41.95019
Latvia,LVA,2010,41.752995
Latvia,LVA,2011,42.946148
Latvia,LVA,2012,41.367935
Latvia,LVA,2013,43.440445
Latvia,LVA,2014,47.417675
Latvia,LVA,2015,48.60658
Latvia,LVA,2016,47.04097
Latvia,LVA,2017,43.650185
Latvia,LVA,2018,43.78
Latvia,LVA,2019,48.833263
Latvia,LVA,2020,47.01181
Latvia,LVA,2021,46.711582
Latvia,LVA,2022,52.063232
Lithuania,LTU,1985,56.660664
Lithuania,LTU,1986,51.380795
Lithuania,LTU,1987,53.820126
Lithuania,LTU,1988,49.308308
Lithuania,LTU,1989,46.70236
Lithuania,LTU,1990,43.91486
Lithuania,LTU,1991,45.691864
Lithuania,LTU,1992,39.213314
Lithuania,LTU,1993,43.62193
Lithuania,LTU,1994,46.845905
Lithuania,LTU,1995,38.057957
Lithuania,LTU,1996,36.31013
Lithuania,LTU,1997,38.984455
Lithuania,LTU,1998,41.652958
Lithuania,LTU,1999,40.935055
Lithuania,LTU,2000,35.959496
Lithuania,LTU,2001,35.426353
Lithuania,LTU,2002,30.73306
Lithuania,LTU,2003,28.069036
Lithuania,LTU,2004,29.733875
Lithuania,LTU,2005,35.299927
Lithuania,LTU,2006,36.888138
Lithuania,LTU,2007,33.23828
Lithuania,LTU,2008,36.41377
Lithuania,LTU,2009,34.511097
Lithuania,LTU,2010,47.530235
Lithuania,LTU,2011,44.430965
Lithuania,LTU,2012,45.13764
Lithuania,LTU,2013,47.47188
Lithuania,LTU,2014,48.179115
Lithuania,LTU,2015,50.42645
Lithuania,LTU,2016,53.85912
Lithuania,LTU,2017,52.914818
Lithuania,LTU,2018,54.714233
Lithuania,LTU,2019,55.090546
Lithuania,LTU,2020,52.058075
Lithuania,LTU,2021,52.71772
Lithuania,LTU,2022,58.75582
Lower-middle-income countries,,1965,47.806126
Lower-middle-income countries,,1966,50.503548
Lower-middle-income countries,,1967,50.625984
Lower-middle-income countries,,1968,51.29428
Lower-middle-income countries,,1969,50.899117
Lower-middle-income countries,,1970,52.425648
Lower-middle-income countries,,1971,53.376602
Lower-middle-income countries,,1972,53.794605
Lower-middle-income countries,,1973,55.268456
Lower-middle-income countries,,1974,53.189075
Lower-middle-income countries,,1975,52.45956
Lower-middle-income countries,,1976,52.54342
Lower-middle-income countries,,1977,53.197926
Lower-middle-income countries,,1978,53.491093
Lower-middle-income countries,,1979,53.10082
Lower-middle-income countries,,1980,52.16751
Lower-middle-income countries,,1981,50.497795
Lower-middle-income countries,,1982,51.29196
Lower-middle-income countries,,1983,51.617188
Lower-middle-income countries,,1984,51.614494
Lower-middle-income countries,,1985,40.152485
Lower-middle-income countries,,1986,39.51491
Lower-middle-income countries,,1987,39.410564
Lower-middle-income countries,,1988,38.42315
Lower-middle-income countries,,1989,38.72609
Lower-middle-income countries,,1990,37.268635
Lower-middle-income countries,,1991,37.32619
Lower-middle-income countries,,1992,36.389183
Lower-middle-income countries,,1993,37.096508
Lower-middle-income countries,,1994,37.544807
Lower-middle-income countries,,1995,38.13106
Lower-middle-income countries,,1996,37.774975
Lower-middle-income countries,,1997,39.22783
Lower-middle-income countries,,1998,38.565403
Lower-middle-income countries,,1999,38.187416
Lower-middle-income countries,,2000,37.88489
Lower-middle-income countries,,2001,37.501675
Lower-middle-income countries,,2002,36.665108
Lower-middle-income countries,,2003,35.790245
Lower-middle-income countries,,2004,35.50384
Lower-middle-income countries,,2005,34.755505
Lower-middle-income countries,,2006,34.59036
Lower-middle-income countries,,2007,34.279373
Lower-middle-income countries,,2008,34.21235
Lower-middle-income countries,,2009,34.062675
Lower-middle-income countries,,2010,33.083504
Lower-middle-income countries,,2011,32.671192
Lower-middle-income countries,,2012,32.96658
Lower-middle-income countries,,2013,32.801994
Lower-middle-income countries,,2014,31.701014
Lower-middle-income countries,,2015,31.847944
Lower-middle-income countries,,2016,32.157135
Lower-middle-income countries,,2017,31.96072
Lower-middle-income countries,,2018,30.88837
Lower-middle-income countries,,2019,30.264536
Lower-middle-income countries,,2020,28.415934
Lower-middle-income countries,,2021,27.891102
Lower-middle-income countries,,2022,29.069809
Luxembourg,LUX,1965,23.520117
Luxembourg,LUX,1966,27.933975
Luxembourg,LUX,1967,31.3247
Luxembourg,LUX,1968,31.97096
Luxembourg,LUX,1969,32.893215
Luxembourg,LUX,1970,33.605026
Luxembourg,LUX,1971,36.386597
Luxembourg,LUX,1972,37.053455
Luxembourg,LUX,1973,38.839935
Luxembourg,LUX,1974,34.39455
Luxembourg,LUX,1975,36.928905
Luxembourg,LUX,1976,39.929314
Luxembourg,LUX,1977,42.083706
Luxembourg,LUX,1978,40.736763
Luxembourg,LUX,1979,36.73358
Luxembourg,LUX,1980,33.33631
Luxembourg,LUX,1981,37.45764
Luxembourg,LUX,1982,39.54642
Luxembourg,LUX,1983,40.289932
Luxembourg,LUX,1984,37.461338
Luxembourg,LUX,1985,38.769295
Luxembourg,LUX,1986,43.199593
Luxembourg,LUX,1987,51.81195
Luxembourg,LUX,1988,51.89655
Luxembourg,LUX,1989,49.65285
Luxembourg,LUX,1990,51.479332
Luxembourg,LUX,1991,55.807243
Luxembourg,LUX,1992,57.27055
Luxembourg,LUX,1993,56.369255
Luxembourg,LUX,1994,58.554916
Luxembourg,LUX,1995,63.094498
Luxembourg,LUX,1996,63.544357
Luxembourg,LUX,1997,67.798195
Luxembourg,LUX,1998,73.03024
Luxembourg,LUX,1999,73.8373
Luxembourg,LUX,2000,74.21421
Luxembourg,LUX,2001,73.52248
Luxembourg,LUX,2002,68.5345
Luxembourg,LUX,2003,70.16217
Luxembourg,LUX,2004,70.242455
Luxembourg,LUX,2005,71.08382
Luxembourg,LUX,2006,68.8062
Luxembourg,LUX,2007,68.97672
Luxembourg,LUX,2008,70.03374
Luxembourg,LUX,2009,68.55016
Luxembourg,LUX,2010,68.17661
Luxembourg,LUX,2011,71.46406
Luxembourg,LUX,2012,70.22034
Luxembourg,LUX,2013,72.46783
Luxembourg,LUX,2014,72.09007
Luxembourg,LUX,2015,72.86125
Luxembourg,LUX,2016,73.747314
Luxembourg,LUX,2017,73.89402
Luxembourg,LUX,2018,74.68919
Luxembourg,LUX,2019,74.13372
Luxembourg,LUX,2020,70.17404
Luxembourg,LUX,2021,70.707115
Luxembourg,LUX,2022,72.16354
Malaysia,MYS,1970,91.36572
Malaysia,MYS,1971,91.103584
Malaysia,MYS,1972,89.50034
Malaysia,MYS,1973,90.36962
Malaysia,MYS,1974,88.87381
Malaysia,MYS,1975,90.123146
Malaysia,MYS,1976,90.566376
Malaysia,MYS,1977,92.96076
Malaysia,MYS,1978,74.86792
Malaysia,MYS,1979,72.81908
Malaysia,MYS,1980,75.70247
Malaysia,MYS,1981,78.93325
Malaysia,MYS,1982,76.47575
Malaysia,MYS,1983,71.20898
Malaysia,MYS,1984,64.94642
Malaysia,MYS,1985,64.490036
Malaysia,MYS,1986,54.09439
Malaysia,MYS,1987,53.746475
Malaysia,MYS,1988,54.5969
Malaysia,MYS,1989,50.61314
Malaysia,MYS,1990,55.842335
Malaysia,MYS,1991,50.66917
Malaysia,MYS,1992,53.153984
Malaysia,MYS,1993,54.514267
Malaysia,MYS,1994,54.033684
Malaysia,MYS,1995,56.490738
Malaysia,MYS,1996,55.485165
Malaysia,MYS,1997,54.703194
Malaysia,MYS,1998,52.023643
Malaysia,MYS,1999,47.580307
Malaysia,MYS,2000,44.550903
Malaysia,MYS,2001,47.06434
Malaysia,MYS,2002,48.372986
Malaysia,MYS,2003,46.715595
Malaysia,MYS,2004,45.321594
Malaysia,MYS,2005,43.372105
Malaysia,MYS,2006,41.51521
Malaysia,MYS,2007,41.507504
Malaysia,MYS,2008,38.435936
Malaysia,MYS,2009,39.380104
Malaysia,MYS,2010,38.50728
Malaysia,MYS,2011,38.657143
Malaysia,MYS,2012,38.727715
Malaysia,MYS,2013,39.356693
Malaysia,MYS,2014,39.12643
Malaysia,MYS,2015,35.78067
Malaysia,MYS,2016,37.825905
Malaysia,MYS,2017,35.116722
Malaysia,MYS,2018,34.982964
Malaysia,MYS,2019,37.071686
Malaysia,MYS,2020,31.7588
Malaysia,MYS,2021,32.348236
Malaysia,MYS,2022,35.70096
Mexico,MEX,1965,60.836338
Mexico,MEX,1966,60.20738
Mexico,MEX,1967,63.268578
Mexico,MEX,1968,63.16886
Mexico,MEX,1969,60.81973
Mexico,MEX,1970,61.25129
Mexico,MEX,1971,61.77466
Mexico,MEX,1972,62.931442
Mexico,MEX,1973,62.44116
Mexico,MEX,1974,64.06033
Mexico,MEX,1975,66.189156
Mexico,MEX,1976,68.50428
Mexico,MEX,1977,67.02554
Mexico,MEX,1978,67.05819
Mexico,MEX,1979,65.08602
Mexico,MEX,1980,66.606384
Mexico,MEX,1981,65.948784
Mexico,MEX,1982,65.523705
Mexico,MEX,1983,64.56399
Mexico,MEX,1984,65.2955
Mexico,MEX,1985,64.79045
Mexico,MEX,1986,67.602936
Mexico,MEX,1987,68.6359
Mexico,MEX,1988,67.955185
Mexico,MEX,1989,68.85259
Mexico,MEX,1990,69.47206
Mexico,MEX,1991,69.362785
Mexico,MEX,1992,68.9722
Mexico,MEX,1993,68.38089
Mexico,MEX,1994,69.73917
Mexico,MEX,1995,66.01021
Mexico,MEX,1996,65.309235
Mexico,MEX,1997,66.566086
Mexico,MEX,1998,66.97929
Mexico,MEX,1999,65.56256
Mexico,MEX,2000,66.00438
Mexico,MEX,2001,65.90944
Mexico,MEX,2002,61.112946
Mexico,MEX,2003,62.33318
Mexico,MEX,2004,61.735916
Mexico,MEX,2005,60.71686
Mexico,MEX,2006,57.81996
Mexico,MEX,2007,59.77461
Mexico,MEX,2008,59.24676
Mexico,MEX,2009,57.60287
Mexico,MEX,2010,55.1576
Mexico,MEX,2011,53.520554
Mexico,MEX,2012,54.185093
Mexico,MEX,2013,52.430492
Mexico,MEX,2014,50.34737
Mexico,MEX,2015,49.378834
Mexico,MEX,2016,49.608376
Mexico,MEX,2017,47.500484
Mexico,MEX,2018,45.072746
Mexico,MEX,2019,43.406258
Mexico,MEX,2020,40.614872
Mexico,MEX,2021,42.489323
Mexico,MEX,2022,47.195423
Middle Africa (EI),,1965,63.53993
Middle Africa (EI),,1966,62.785946
Middle Africa (EI),,1967,64.50039
Middle Africa (EI),,1968,63.90651
Middle Africa (EI),,1969,62.70991
Middle Africa (EI),,1970,60.625713
Middle Africa (EI),,1971,61.79587
Middle Africa (EI),,1972,62.232567
Middle Africa (EI),,1973,57.632553
Middle Africa (EI),,1974,58.011173
Middle Africa (EI),,1975,59.487118
Middle Africa (EI),,1976,62.32735
Middle Africa (EI),,1977,63.021404
Middle Africa (EI),,1978,66.88099
Middle Africa (EI),,1979,66.946686
Middle Africa (EI),,1980,64.36414
Middle Africa (EI),,1981,64.23942
Middle Africa (EI),,1982,61.473232
Middle Africa (EI),,1983,63.40612
Middle Africa (EI),,1984,60.279446
Middle Africa (EI),,1985,60.276062
Middle Africa (EI),,1986,58.10128
Middle Africa (EI),,1987,58.042313
Middle Africa (EI),,1988,58.38271
Middle Africa (EI),,1989,56.267815
Middle Africa (EI),,1990,55.338825
Middle Africa (EI),,1991,55.73535
Middle Africa (EI),,1992,54.124363
Middle Africa (EI),,1993,56.57268
Middle Africa (EI),,1994,57.47778
Middle Africa (EI),,1995,53.717953
Middle Africa (EI),,1996,53.79822
Middle Africa (EI),,1997,55.950153
Middle Africa (EI),,1998,54.78291
Middle Africa (EI),,1999,55.67308
Middle Africa (EI),,2000,56.350754
Middle Africa (EI),,2001,57.36936
Middle Africa (EI),,2002,57.82975
Middle Africa (EI),,2003,59.285027
Middle Africa (EI),,2004,51.98196
Middle Africa (EI),,2005,50.479053
Middle Africa (EI),,2006,51.769753
Middle Africa (EI),,2007,56.425278
Middle Africa (EI),,2008,58.338444
Middle Africa (EI),,2009,62.11092
Middle Africa (EI),,2010,59.39045
Middle Africa (EI),,2011,60.398144
Middle Africa (EI),,2012,61.21359
Middle Africa (EI),,2013,61.616005
Middle Africa (EI),,2014,62.484314
Middle Africa (EI),,2015,61.025055
Middle Africa (EI),,2016,55.42345
Middle Africa (EI),,2017,51.103664
Middle Africa (EI),,2018,49.629013
Middle Africa (EI),,2019,51.467045
Middle Africa (EI),,2020,45.640057
Middle Africa (EI),,2021,46.360123
Middle Africa (EI),,2022,45.37291
Middle East (EI),,1965,91.21382
Middle East (EI),,1966,89.919754
Middle East (EI),,1967,88.808945
Middle East (EI),,1968,86.630295
Middle East (EI),,1969,85.08806
Middle East (EI),,1970,84.618774
Middle East (EI),,1971,84.32068
Middle East (EI),,1972,83.297104
Middle East (EI),,1973,81.997925
Middle East (EI),,1974,81.888985
Middle East (EI),,1975,78.87447
Middle East (EI),,1976,79.81596
Middle East (EI),,1977,79.5782
Middle East (EI),,1978,79.03244
Middle East (EI),,1979,76.38166
Middle East (EI),,1980,75.44803
Middle East (EI),,1981,75.80251
Middle East (EI),,1982,75.09099
Middle East (EI),,1983,76.68551
Middle East (EI),,1984,74.032166
Middle East (EI),,1985,73.657166
Middle East (EI),,1986,69.99476
Middle East (EI),,1987,68.97234
Middle East (EI),,1988,67.680786
Middle East (EI),,1989,65.93445
Middle East (EI),,1990,65.29117
Middle East (EI),,1991,65.25855
Middle East (EI),,1992,63.37026
Middle East (EI),,1993,66.01684
Middle East (EI),,1994,65.280396
Middle East (EI),,1995,62.982323
Middle East (EI),,1996,62.421097
Middle East (EI),,1997,62.431206
Middle East (EI),,1998,60.501183
Middle East (EI),,1999,59.223385
Middle East (EI),,2000,59.01181
Middle East (EI),,2001,58.478184
Middle East (EI),,2002,56.59668
Middle East (EI),,2003,56.196404
Middle East (EI),,2004,55.420303
Middle East (EI),,2005,55.133587
Middle East (EI),,2006,54.848022
Middle East (EI),,2007,53.349472
Middle East (EI),,2008,53.073215
Middle East (EI),,2009,52.722668
